Age,Birth Place,Birthday,College,Current Status,Experience (in seasons),Height (inches),Name,Position,Weight (lbs),Years Played
65,"Houston , TX",3/14/1952,Sam Houston State,Retired,3,72,"Dirden, Johnnie",,190,1978 - 1981
24,"Pensacola , FL",8/29/1992,Arizona State,Active,3,71,"Randall, Damarious",CB,196,
,"Philadelphia , PA",11/19/1903,No College,Retired,2,67,"Vaughan, Harp",,150,1933 - 1934
24,"Winnipeg , Manitoba",7/19/1992,Notre Dame,Active,2,72,"Jones, T.J.",WR,190,
,"San Francisco , CA",7/23/1943,Oregon State,Retired,1,76,"Koeper, Rich",,260,1966 - 1966
,,,Texas Christian,Retired,1,76,"Olson, Jeff",,300,2013 - 2013
25,"Fort Gordon , GA",9/8/1991,Georgia,Active,5,76,"Jones, Abry",DT,318,
,"Columbus , OH",8/27/1894,No College,Retired,3,68,"Gaulke, Hal",,175,1920 - 1922
,"Albany , GA",6/11/1910,Georgia,Retired,1,73,"Whire, Jodie",,185,1933 - 1933
38,"San Jose , CA",6/4/1979,Menlo College,Retired,7,75,"Jackson, Nate",,235,2003 - 2009
28,"Forth Worth , TX",3/14/1989,Oklahoma,Retired,1,75,"Washington, R.J.",,270,2013 - 2013
72,"Vredenburgh , AL",7/6/1944,Maryland East. Shore,Retired,2,73,"Denson, Moses",,215,1974 - 1975
73,"Brooklyn , NY",11/19/1943,Richmond,Retired,1,74,"Emelianchik, Pete",,213,1967 - 1967
42,"Houston , TX",2/25/1975,Iowa,Retired,4,69,"Gibson, Damon",,183,1998 - 2002
,"Elmwood , IL",9/1/1897,Navy,Retired,5,67,"Roberts, Wooky",,160,1922 - 1926
,,,No College,Retired,1,70,"Pitts, Alabama",,185,1935 - 1935
42,"Vancouver , B.C.",8/7/1974,Oregon,Retired,2,70,"Sanchez, Davis",,190,2001 - 2002
35,"Greenville , MS",12/1/1981,Mississippi,Retired,5,78,"Johnson, Marcus",,321,2005 - 2009
47,"Nacogdoches , TX",9/20/1969,Texas,Retired,5,77,"Jeter, Tommy",,285,1992 - 1996
,,2/16/1901,Holy Cross,Retired,1,69,"Kennedy, Jimmy",,160,1925 - 1925
27,,8/1/1989,Murray State,Retired,5,73,"Harris, Marcus",,187,2011 - 2015
,"Lake Charles , LA",7/8/1939,Tulane,Retired,1,73,"Mason, Tommy",,196,1961 - 1971
41,"Birmingham , AL",5/19/1976,Alabama-Birmingham,Retired,2,74,"Davis, Pernell",,320,1999 - 2000
,"Amarillo , TX",12/27/1920,Texas,Retired,3,74,"Mauldin, Stan",,225,1946 - 1948
,"Benton , IL",1/13/1923,Tennessee,Retired,1,77,"Lipscomb, Paul",,246,1945 - 1954
62,"Gainesville , FL",3/30/1955,Texas Southern,Retired,5,75,"Dean, Fred",,253,1977 - 1982
,"New Orleans , LA",8/31/1919,Tulane,Retired,1,71,"Thibaut, Jim",,205,1946 - 1946
30,"Gardena , CA",2/13/1987,Utah,Retired,4,74,"Johnson, Robert",,206,2010 - 2013
,"St. Paul , MN",6/23/1924,Wisconsin,Retired,1,72,"Johnson, Farnham",,215,1948 - 1948
40,"Honokaa , HI",12/29/1976,Hawaii,Retired,2,75,"Noa, Kaulana",,307,2000 - 2001
28,"Kansas City , MO",9/26/1988,Southern Illinois,Retired,1,72,"Franklin, Stephen",,235,2011 - 2011
67,"Greenwood , MS",7/12/1949,USC,Retired,1,74,"Weaver, Charlie",,220,1971 - 1981
,Romania,8/13/1901,Pittsburgh,Retired,2,73,"Seidelson, Red",,202,1925 - 1926
43,"Winter Haven , FL",3/31/1974,Florida,Retired,5,77,"Odom, Jason",,312,1996 - 2000
42,"Washington , DC",2/16/1975,Colorado,Retired,1,74,"Savoy, Phil",,195,1998 - 1998
,"Cincinnati , OH",8/10/1937,Ohio State,Retired,8,76,"James, Dan",,250,1960 - 1967
44,"Tallahassee , FL",9/30/1972,Ohio State,Retired,1,75,"Saunders, Cedric",,240,1995 - 1995
58,"Chicago , IL",6/30/1958,Colorado,Retired,1,76,"Niziolek, Bob",,220,1981 - 1981
43,"Downey , CA",9/3/1973,California,Retired,2,77,"Thure, Brian",,300,1995 - 1996
39,"Sulphur Springs , TX",3/1/1978,Miami (Fla.),Retired,1,74,"Lewis, Damione",,301,2001 - 2011
,"Randolph , NE",10/10/1905,Creighton,Retired,1,74,"Maillard, Ralph",,190,1929 - 1929
29,,5/20/1988,Monmouth (N.J.),Retired,1,73,"Ottaiano, Tom",,295,2011 - 2011
37,,9/18/1979,Kentucky,Retired,1,70,"Scaldaferri, Stephen",,210,2005 - 2005
,"Ellwood City , PA",9/2/1909,Pittsburgh,Retired,6,73,"MacMurdo, Jim",,209,1932 - 1937
,"Clark , SD",11/17/1918,Minnesota,Retired,4,75,"Odson, Urban",,251,1946 - 1949
42,"Marrero , LA",1/14/1975,Oklahoma,Retired,2,74,"Fazande, Jermaine",,255,1999 - 2000
27,"Newbury Park , CA",4/5/1990,Louisiana Tech,Retired,1,74,"Cameron, Colby",,210,2013 - 2013
,"Decatur , NE",5/26/1899,Carroll (Wis.),Retired,1,72,"Quinn, Ivan",,230,1924 - 1924
59,"Shawnee , OK",1/5/1958,Oklahoma State,Retired,1,78,"Taylor, Roger",,271,1981 - 1981
58,"Arlington Heights , IL",11/5/1958,Illinois,Retired,3,75,"Gillen, John",,227,1981 - 1983
26,"Batavia , NY",2/12/1991,Cornell,Active,5,76,"Tretter, JC",C,307,
58,"Detroit , MI",12/7/1958,Michigan,Retired,9,74,"Owens, Mel",,224,1981 - 1989
44,"Detroit , MI",11/9/1972,Eastern Michigan,Retired,7,73,"Rice, Ron",,217,1995 - 2001
55,"Los Angeles , CA",3/2/1962,Cal Poly-S.L.O.,Retired,7,76,"Johnson, Damone",,230,1986 - 1992
49,"Seattle , WA",5/6/1968,Idaho,Retired,2,69,"Carey, Richard",,185,1989 - 1990
25,"Phoenix , AZ",4/21/1992,Nebraska,Active,2,78,"Lewis, Alex",OG,315,
,"La Crosse , WI",10/10/1933,Wisconsin,Retired,4,76,"Temp, Jim",,245,1957 - 1960
37,"Philadelphia , PA",1/26/1980,Princeton,Retired,9,77,"Norman, Dennis",,313,2001 - 2009
35,"Albany , GA",3/14/1982,Georgia Tech,Unsigned free agent,1,74,"Smith, Daryl",OLB,250,
44,"Miami , FL",3/3/1973,Louisville,Retired,1,75,"Campos, Alan",,236,1996 - 1996
28,,9/4/1988,Colorado State-Pueblo,Retired,2,74,"Vaughn, Chase",,248,2014 - 2015
27,"Vernon , TX",4/12/1990,Abilene Christian,Unsigned free agent,4,71,"Richardson, Daryl",RB,196,
26,"Virginia Beach , VA",8/29/1990,Delaware,Active,4,74,"Kerr, Zach",NT,334,
,"Mount Carmel , PA",1/1/1905,Villanova,Retired,1,71,"Andrulewicz, Teddy",,175,1930 - 1930
55,,12/6/1961,Wake Forest,Retired,1,76,"Campbell, Glen",,280,1987 - 1987
79,"Waterloo , IA",3/4/1938,New Mexico,Retired,8,70,"Perkins, Don",,204,1961 - 1968
55,"Jacksonville , FL",10/3/1961,Furman,Retired,6,70,"Gibson, Ernest",,189,1984 - 1989
,"Bronx , NY",7/14/1915,Georgetown,Retired,3,73,"Frank, Joe",,217,1941 - 1943
,"Crucible , PA",10/8/1916,Indiana,Retired,8,71,"Filchock, Frank",,193,1938 - 1950
53,"Chilton , AL",2/22/1964,Auburn,Retired,7,72,"Agee, Tommie",,235,1988 - 1994
27,"Kearney , NE",5/16/1990,Notre Dame,Active,5,77,"Robinson, Trevor",G,300,
34,"Alexandria , LA",7/13/1982,Grambling State,Retired,1,78,"Hatcher, Jason",,299,2006 - 2015
27,"Mobile , AL",7/12/1989,Florida State,Active,7,74,"Hudson, Rodney",C,300,
,"Pittsburgh , PA",5/4/1911,Michigan State,Retired,4,70,"Klewicki, Ed",,209,1935 - 1938
25,,12/26/1991,Tennessee State,Active,1,77,"Myers, Robert",OG,335,
34,,9/22/1982,Clemson,Retired,2,76,"Fountain, Maurice",,270,2008 - 2011
66,"Pittsburgh , PA",7/27/1950,Villanova,Retired,3,73,"Babinecz, John",,222,1972 - 1975
25,"Amarillo , TX",11/16/1991,Colorado State,Active,4,78,"Gillmore, Crockett",TE,260,
,"Old Gulf , TX",2/22/1924,Rice,Retired,1,74,"Eikenberg, Virgil",,205,1948 - 1948
64,"Atlanta , TX",1/17/1953,Southern Methodist,Retired,1,73,"Thompson, Ted",,220,1975 - 1984
30,,9/16/1986,Houston,Retired,1,77,"Watts, Roy",,310,2011 - 2011
,"Santa Monica , CA",1/1/1948,Long Beach State,Retired,5,73,"Parks, Billy",,185,1971 - 1975
23,,1/29/1994,Valdosta State,Active,1,70,"O'Neal, Cedric",RB,215,
,"Beardstown , IL",5/24/1894,Notre Dame,Retired,2,68,"Baujan, Harry",,170,1920 - 1921
,"Plainville , CT",7/26/1898,No College,Retired,1,,"Harris, John",,196,1926 - 1926
65,"Jacksonville , FL",1/15/1952,Georgia,Retired,1,77,"Cagle, Jim",,255,1974 - 1974
39,"Lynchburg , VA",11/26/1977,Richmond,Retired,1,74,"Lenon, Paris",,240,2002 - 2013
,"Buffalo , NY",7/10/1901,Buffalo,Retired,1,71,"Ailinger, Jim",,215,1924 - 1924
66,"Nashville , TN",6/19/1950,Arkansas,Retired,1,77,"Reavis, Dave",,257,1974 - 1983
53,"San Diego , CA",10/24/1963,Arizona,Retired,2,76,"DiGiacomo, Curt",,270,1986 - 1988
,"Los Angeles , CA",6/14/1925,Oregon,Retired,1,72,"Lewis, Woodley",,185,1950 - 1960
32,,7/21/1984,Central Arkansas,Retired,0,76,"Pittman, Jeremy",,250,2007 - 2007
34,"Terre Haute , IN",7/12/1982,Indiana State,Retired,4,76,"Petrowski, Jamie",,262,2006 - 2010
48,"Miami , FL",8/25/1968,Tennessee,Retired,9,75,"Thomas, Dave",,218,1993 - 2001
33,,8/3/1983,Montana State,Retired,0,71,"Gatewood, Rick",,190,2006 - 2006
42,,1/19/1975,Virginia,Retired,1,75,"Anderson, Maurice",,280,2000 - 2000
27,,3/2/1990,Kentucky State,Retired,1,75,"Addai, Derick",,231,2011 - 2011
54,"Tifton , GA",3/7/1963,Michigan State,Retired,1,75,"Belk, Veno",,233,1987 - 1987
56,"Scott Afb , IL",7/28/1960,The Citadel,Retired,5,76,"Walker, Byron",,190,1982 - 1986
52,"Mooresville , NC",7/24/1964,North Carolina State,Retired,2,75,"Phillips, Ray",,243,1986 - 1987
37,,3/24/1980,Delaware,Retired,1,76,"Johnson, Shawn",,273,2005 - 2005
24,"Camden , NJ",1/27/1993,South Carolina,Active,2,69,"Byrd, Damiere",WR,180,
34,"Killen , AL",6/3/1983,Alabama,Retired,0,74,"Roach, Freddie",,250,2006 - 2006
33,"Memphis , MO",3/8/1984,Coastal Carolina,Retired,5,72,"Teal, Quinton",,205,2007 - 2011
24,"Chandler , AZ",2/23/1993,Arizona State,Active,2,75,"Westerman, Christian",OG,300,
27,"Kennesaw , GA",1/5/1990,Auburn,Retired,2,74,"Adams, Darvin",,195,2011 - 2012
58,"Monroe , LA",1/6/1959,Northwestern State-Louisiana,Retired,1,72,"Oatis, Victor",,177,1983 - 1983
31,"Abilene , TX",8/9/1985,Texas Christian,Retired,3,74,"Roach, David",,216,2008 - 2010
72,"San Francisco , CA",5/5/1945,USC,Retired,5,76,"Taylor, Mike",,255,1968 - 1973
,"St. Louis , MO",1/7/1918,USC,Retired,2,72,"George, Ray",,229,1939 - 1940
75,"Fresno , CA",7/17/1941,Notre Dame,Retired,1,75,"Lamonica, Daryle",,215,1963 - 1974
72,"Eagle Lake , TX",4/27/1945,Prairie View A&M,Retired,3,78,"Aldridge, Allen",,250,1971 - 1974
34,"New Vienna , IA",9/9/1982,South Dakota,Retired,0,79,"Hagemann, Nick",,295,2006 - 2006
50,"Dothan , AL",5/5/1967,Alabama State,Retired,7,73,"Baxter, Brad",,235,1989 - 1995
67,"Alexandria , VA",2/22/1950,West Chester,Retired,2,73,"Kersey, Merritt",,205,1974 - 1975
31,"Sioux Falls , SD",5/6/1986,South Dakota State,Retired,1,72,"Harris, JaRon",,200,2009 - 2009
76,"San Antonio , TX",2/15/1941,Texas State,Retired,2,75,"Dickey, Wallace",,260,1968 - 1969
46,"Pine Bluff , AR",5/26/1971,Arkansas,Retired,2,71,"Ireland, Darwin",,240,1994 - 1995
42,Guyana,5/27/1975,Hofstra,Retired,1,74,"Schulters, Lance",,202,1998 - 2008
35,"Plano , TX",8/28/1981,Clemson,Retired,2,72,"Leake, John",,240,2005 - 2007
29,"Honolulu , HI",2/20/1988,Hawaii,Retired,4,70,"Pilares, Kealoha",,200,2011 - 2014
75,"Canton , OH",6/26/1941,Nebraska-Omaha,Retired,4,73,"Allen, Jerry",,200,1966 - 1969
32,,7/19/1984,Marshall,Retired,1,75,"Devine, Derek",,224,2007 - 2008
33,,7/13/1983,Southern Mississippi,Retired,2,70,"Eubanks, John",,173,2006 - 2007
35,"Texas City , TX",4/20/1982,New Mexico,Retired,3,74,"Terrell, Claude",,330,2005 - 2007
37,"Artesia , CA",8/9/1979,Arizona State,Retired,2,78,"Scott, Travis",,300,2002 - 2004
,"Bruca , Sicily",5/8/1920,Muhlenberg,Retired,1,72,"Gorgone, Pete",,220,1946 - 1946
79,"Wise , VA",4/24/1938,Virginia Tech,Retired,1,74,"Dale, Carroll",,200,1960 - 1973
58,"Salt Lake City , UT",7/2/1958,Arizona State,Retired,4,74,"Padjen, Gary",,244,1982 - 1987
68,"Panama City , FL",1/21/1949,Florida,Retired,1,75,"James, John",,197,1972 - 1984
,"Chino , CA",6/23/1944,Florida State,Retired,1,73,"Mankins, Jim",,215,1967 - 1967
,"Cumberland , WI",10/12/1911,Minnesota,Retired,2,68,"Alfonse, Julie",,180,1937 - 1938
,"Bristol , VA",8/20/1909,Tennessee,Retired,7,70,"Feathers, Beattie",,185,1934 - 1940
86,"Omaha , NE",10/12/1930,Washington State,Retired,2,70,"Bailey, Byron",,192,1952 - 1953
71,"Galveston , TX",1/17/1946,Colorado,Retired,3,74,"Harris, Billy",,204,1968 - 1971
67,"Wareham , MA",8/8/1949,Massachusetts,Retired,1,74,"Pena, Bubba",,250,1972 - 1972
29,"Sacramento , CA",1/1/1988,Arizona,Retired,3,76,"Reed, D'Aundre",,260,2011 - 2014
27,"Greensboro , NC",10/18/1989,Wake Forest,Retired,1,73,"Okoro, Kenny",,190,2014 - 2014
34,"Granger , IN",11/18/1982,Notre Dame,Retired,1,74,"Fitzpatrick, D.J.",,206,2007 - 2008
22,"Miami , FL",6/17/1994,Alabama,Active,3,73,"Cooper, Amari",WR,210,
88,"Oakland , CA",2/18/1929,San Francisco State,Retired,1,74,"Endress, Al",,200,1952 - 1952
,"Minneapolis , MN",7/11/1939,Cincinnati,Retired,1,73,"Lee, Jacky",,189,1960 - 1969
62,"Cleveland , OH",2/9/1955,Virginia,Retired,4,77,"Choma, John",,261,1979 - 1983
53,"Gladys , VA",1/6/1964,James Madison,Retired,1,77,"Haley, Charles",,255,1986 - 1999
37,"Tallahassee , FL",3/30/1980,Central Florida,Retired,6,74,"Gaines, Michael",,267,2004 - 2009
38,"Longview , TX",3/24/1979,Stephen F. Austin St.,Retired,1,74,"Pate, Wes",,228,2003 - 2003
27,"Delray Beach , FL",6/8/1989,Kansas State,Active,6,76,"Lamur, Emmanuel",LB,245,
48,,12/14/1968,Appalachian State,Retired,1,72,"Dandridge, Gary",,213,1992 - 1992
58,"Miami , FL",2/14/1959,Oklahoma,Retired,1,76,"Reilly, Mike",,217,1982 - 1982
44,,3/24/1973,Troy,Retired,1,77,"Gilliard, Darnell",,304,1996 - 1996
38,"Whittier , CA",9/19/1978,Michigan State,Retired,3,76,"Peko, Tupe",,305,2002 - 2006
27,"Meriden , CT",7/11/1989,Georgia,Active,5,75,"Jenkins, John",DT,359,
47,"Sarasota , FL",9/16/1969,Penn State,Retired,2,73,"Daniels, David",,190,1991 - 1992
55,"Newton Square , PA",3/2/1962,Pittsburgh,Retired,1,77,"Maas, Bill",,265,1984 - 1993
26,"Bartow , FL",9/21/1990,Florida Atlantic,Active,4,73,"Glanton, Adarius",OLB,230,
41,"Los Angeles , CA",4/21/1976,West Texas A&M,Retired,2,71,"Larrimore, Kareem",,206,2000 - 2001
41,"Clawson , MI",1/28/1976,Michigan,Retired,1,78,"Jansen, Jon",,305,1999 - 2010
40,"Apopka , FL",1/31/1977,Marshall,Retired,5,74,"Beckett, Rogers",,207,2000 - 2004
59,"Evergreen Park , IL",3/3/1958,Michigan,Retired,6,76,"Lilja, George",,264,1982 - 1987
,"New York , NY",12/3/1902,Boston College,Retired,1,72,"Harrison, Ed",,178,1926 - 1926
32,"Fresno , CA",8/9/1984,Houston,Retired,3,78,"Hannah, Rodney",,258,2007 - 2009
32,"Tampa , FL",10/19/1984,Pittsburgh,Retired,1,73,"Lee, Greg",,202,2006 - 2007
32,"Enid , OK",8/15/1984,Baker,Active,8,75,"Purdum, Tanner",LS,270,
,"Riverhead , NY",4/17/1932,No College,Retired,3,71,"Wegert, Ted",,202,1955 - 1960
,American Samoa,8/11/1954,San Jose State,Retired,5,77,"Faumuina, Wilson",,275,1977 - 1981
68,"Honolulu , HI",9/3/1948,Washington,Retired,2,76,"Lee, Ken",,230,1971 - 1972
26,"Del City , OK",3/24/1991,Oklahoma,Active,4,70,"Hurst, Demontre",DB,191,
82,"Toledo , OH",10/12/1934,Indiana,Retired,1,77,"Amstutz, Joe",,264,1957 - 1957
61,"Euclid , OH",4/12/1956,Kentucky,Retired,1,76,"Fowler, Dan",,260,1979 - 1979
,"Durham , NC",7/15/1938,North Carolina Central,Retired,5,75,"Barnes, Ernie",,247,1960 - 1964
78,"Webster City , IA",3/14/1939,Wyoming,Retired,5,72,"Lamson, Chuck",,190,1962 - 1967
,"Springfield , MA",4/17/1936,Michigan State,Retired,1,73,"O'Brien, Fran",,253,1959 - 1968
32,"Luling , LA",12/29/1984,West Virginia,Retired,7,69,"Reynaud, Darius",,208,2008 - 2014
,Haibuehl Germany,7/12/1925,Northwestern,Retired,1,70,"Aschenbrenner, Frank",,188,1949 - 1949
91,"New York , NY",5/2/1926,Notre Dame,Retired,3,76,"O'Connor, Bill",,220,1948 - 1951
62,"Montgomery , AL",7/4/1954,Iowa State,Retired,1,77,"Young, Randy",,250,1976 - 1976
59,"Gloster , MS",8/14/1957,Mississippi,Retired,3,71,"Perry, Leon",,224,1980 - 1982
77,"Bradford , PA",6/14/1939,Penn State,Retired,9,74,"Barber, Stew",,250,1961 - 1969
,"Fall River , MA",4/4/1908,Providence,Retired,1,70,"DaGata, Fred",,187,1931 - 1931
31,,7/13/1985,South Florida,Retired,0,77,"Watson, Theodric",,295,2007 - 2007
70,"Houston , TX",5/5/1947,Texas A&M,Retired,6,74,"Maxwell, Tommy",,195,1969 - 1974
51,"Bellingham , WA",11/25/1965,Oregon,Retired,1,72,"Newman, Anthony",,215,1988 - 1999
26,"Harrisburg , PA",2/8/1991,Penn State,Active,5,73,"Hill, Jordan",DT,290,
25,"Independence , MO",2/16/1992,Arizona,Active,4,75,"Flowers, Marquis",OLB,245,
,"Mount Clemenms , MI",8/22/1953,Auburn,Retired,4,75,"Nugent, Dan",,250,1976 - 1980
36,"Milwaukie , OR",4/6/1981,Notre Dame,Retired,1,75,"Faine, Jeff",,291,2003 - 2012
33,"Shreveport , LA",3/27/1984,Tennessee,Retired,6,71,"Wade, Jonathan",,195,2007 - 2012
,,,No College,Retired,1,,"Killiher, Lyons",,1,1928 - 1928
,"Saginaw , MI",7/28/1903,Washington-St. Louis,Retired,1,74,"Scheib, Skippy",,210,1930 - 1930
,"Elmira , NY",12/30/1895,Kalamazoo,Retired,1,71,"Casteel, Mike",,175,1922 - 1922
,"Swoyersville , PA",5/21/1934,Pittsburgh,Retired,8,74,"Paluck, John",,241,1956 - 1965
29,"Wilson , NC",3/4/1988,East Carolina,Retired,1,75,"Allen, Sean",,305,2010 - 2010
,"Rockville , IN",1/3/1897,Wabash,Retired,2,73,"Caldwell, Knute",,210,1925 - 1926
,"Pittsburgh , PA",3/26/1932,Maryland,Retired,9,73,"Nolan, Dick",,185,1954 - 1962
36,,4/22/1981,Western Illinois,Retired,0,74,"Archer, Phil",,245,2006 - 2006
25,"Winnipeg , Manitoba",6/24/1991,Penn State,Active,4,75,"Urschel, John",OG,300,
25,"Charlotte , NC",3/12/1992,South Carolina,Retired,1,69,"Hampton, Victor",,197,2014 - 2014
38,"Mobile , AL",7/25/1978,Tennessee,Retired,3,74,"Martin, Tee",,225,2000 - 2003
,"Brooklyn , NY",12/23/1899,Princeton,Retired,2,68,"MacPhee, Waddy",,160,1925 - 1926
25,,7/23/1991,Missouri,Retired,1,74,"Franklin, James",,230,2014 - 2014
30,"Amarillo , TX",2/16/1987,Missouri,Active,9,75,"Hood, Ziggy",NT,305,
57,"Los Angeles , CA",5/24/1960,USC,Retired,1,76,"Foster, Roy",,275,1982 - 1993
50,"Brooklyn , NY",1/2/1967,USC,Retired,4,70,"Jackson, John",,175,1990 - 1996
,"Omaha , NE",8/8/1917,Creighton,Retired,1,72,"Cemore, Tony",,210,1941 - 1941
77,"Fredericksburg , VA",12/9/1939,Tennessee,Retired,8,73,"Beard, Ed",,226,1965 - 1972
27,"Jersey City , NJ",4/2/1990,Temple,Active,6,74,"Whitehead, Tahir",MLB,241,
39,"Harris Co. , TX",9/1/1977,Texas Christian,Retired,9,76,"Schobel, Aaron",,243,2001 - 2009
56,"Freeport , TX",9/14/1960,Baylor,Retired,1,72,"Mack, Cedric",,190,1983 - 1993
63,"Redding , CA",3/24/1954,Oregon State,Retired,7,76,"Nairne, Rob",,223,1977 - 1983
50,"Los Angeles , CA",5/1/1967,UCLA,Retired,1,74,"Patton, Marvcus",,241,1990 - 2002
,"Houston , TX",12/26/1928,Rice,Retired,4,77,"Weatherly, Bones",,218,1950 - 1954
,"Laverty , OK",1/28/1919,Texas Tech,Retired,6,71,"Rankin, Walt",,197,1941 - 1947
,,,Grove City,Retired,5,69,"Gibson, Butch",,204,1930 - 1934
87,"Vinton , LA",2/19/1930,North Texas,Retired,1,70,"Bahnsen, Ken",,200,1953 - 1953
,"Bethayres , PA",4/7/1900,No College,Retired,1,,"Reagen, Ed",,1,1926 - 1926
67,"Anaheim , CA",8/31/1949,Long Beach State,Retired,1,73,"Fassel, Jim",,210,1972 - 1972
38,"Hyannis , MA",1/24/1979,Baylor,Retired,4,77,"Jerman, Greg",,310,2002 - 2006
32,,3/22/1985,Georgia,Retired,1,72,"Johnson, Kelin",,197,2008 - 2008
22,"Marrero , LA",6/10/1994,Mississippi State,Active,1,78,"Brown, Ryan",DE,267,
,"Auburn , NY",2/5/1963,Miami (Fla.),Retired,1,72,"Shakespeare, Stanley",,190,1987 - 1987
25,"New York , NY",5/28/1992,Syracuse,Active,4,75,"Bromley, Jay",DT,306,
,"Dayton , OH",10/12/1894,Dayton,Retired,4,71,"Mahrt, Al",,168,1920 - 1923
27,"Clairton , PA",9/28/1989,Pittsburgh,Retired,4,77,"Nix, Lucas",,325,2012 - 2015
92,"Youngstown , OH",4/27/1925,Purdue,Retired,2,74,"Papach, George",,208,1948 - 1949
24,Nairobi Kenya,9/23/1992,Boise State,Active,2,76,"Odhiambo, Rees",OG,315,
29,"San Clemente , CA",11/4/1987,Colorado State,Retired,1,75,"Martinez, Adrian",,208,2010 - 2010
44,"Tucson , AZ",1/16/1973,Arizona State,Retired,7,74,"Bates, Mario",,239,1994 - 2000
75,"Dallas , TX",9/28/1941,Arizona State,Retired,1,75,"Taylor, Charley",,210,1964 - 1977
52,"Columbia , SC",11/12/1964,Southern University,Retired,8,78,"Perry, Gerald",,300,1988 - 1995
,"Miami , FL",1/1/1967,Alabama,Retired,1,75,"Thomas, Derrick",,255,1989 - 1999
51,"Detroit , MI",11/29/1965,Eastern Illinois,Retired,2,70,"Banks, Roy",,190,1987 - 1988
59,"Butte , MT",2/10/1958,Wyoming,Retired,2,77,"Ogrin, Pat",,265,1981 - 1982
,"Neptune , NJ",10/15/1918,Southern Mississippi,Retired,4,69,"Vetrano, Joe",,170,1946 - 1949
,"Detroit , MI",11/11/1919,Eastern Michigan,Retired,2,75,"Opalewski, Ed",,230,1943 - 1944
39,"East Orange , NJ",2/14/1978,East Carolina,Retired,1,73,"Garrard, David",,236,2002 - 2013
35,"Nashville , TN",4/26/1982,Auburn,Retired,2,75,"Wallace, Cooper",,258,2006 - 2008
59,"Staunton , IL",1/22/1958,Western Illinois,Retired,2,74,"Carpenter, Steve",,195,1980 - 1981
23,"Claremont , CA",4/24/1994,Washington,Active,2,73,"Washington, Dwayne",RB,223,
,"Minden , LA",3/30/1939,Arizona,Retired,6,71,"Thompson, Bobby",,188,1964 - 1969
25,"Inglewood , CA",5/17/1992,Sacramento State,Active,4,73,"Davis, Todd",ILB,230,
32,"Los Angeles , CA",1/8/1985,Baylor,Retired,3,71,"Bell, Josh",,177,2008 - 2010
30,"Port Allen , LA",8/11/1986,Indiana,Unsigned free agent,1,71,"Porter, Tracy",CB,200,
33,,10/15/1983,California,Retired,0,71,"O'Keith, Marcus",,198,2007 - 2007
,"Tilden , NE",3/14/1919,Kentucky,Retired,1,73,"Lindahl, Joe",,197,1945 - 1945
51,St. Lazaire France,10/25/1965,Fresno State,Retired,1,73,"Franklin, Jethro",,258,1989 - 1989
30,"Goldsboro , NC",11/24/1986,Miami (Fla.),Active,8,79,"Graham, Jimmy",TE,265,
,"Coal City , IN",9/2/1904,Notre Dame,Retired,2,72,"Wallace, John",,180,1928 - 1929
70,"Terrell , TX",8/31/1946,Texas-El Paso,Retired,1,73,"West, Charlie",,197,1968 - 1979
56,"Jacksonville , FL",6/2/1961,Maine,Retired,4,77,"Pickering, Clay",,215,1984 - 1987
23,"Portsmouth , VA",2/25/1994,Globe Tech NY (J.C.),Active,1,74,"Powell, Joe",DB,205,
30,,9/13/1986,Maryland,Retired,1,75,"Goode, Jason",,245,2008 - 2008
,"Salt Lake City , UT",4/24/1918,Utah,Retired,7,71,"Gehrke, Fred",,189,1940 - 1950
,"Torrington , CT",6/8/1903,Connecticut,Retired,1,70,"Radzevich, Vic",,165,1926 - 1926
43,"Phoenix , AZ",8/5/1973,Brigham Young,Retired,1,73,"Johnson, Dustin",,235,1999 - 1999
54,"Houston , TX",2/7/1963,Johnson C. Smith,Retired,1,74,"Davis, Kelvin",,260,1987 - 1987
,"Dunbar , NE",10/26/1913,Nebraska,Retired,4,72,"Francis, Sam",,207,1937 - 1940
65,"Orangeburg , SC",2/20/1952,Morgan State,Retired,5,70,"Hammond, Bobby",,171,1976 - 1980
63,"Logan , UT",7/7/1953,Brigham Young,Retired,1,73,"Olsen, Orrin",,245,1976 - 1976
45,"Appleton , WI",10/24/1971,Wisconsin,Retired,4,78,"Verstegen, Mike",,311,1995 - 1998
,"Lawrence , KS",2/23/1939,Kansas,Retired,1,73,"Schick, Doyle",,210,1961 - 1961
37,"Roselle , IL",7/1/1979,Northern Illinois,Retired,1,78,"Diem, Ryan",,320,2001 - 2011
57,"Pascagoula , MS",7/9/1959,Pittsburgh,Retired,2,71,"Thomas, Lynn",,181,1981 - 1982
41,"Atlanta , GA",6/18/1975,North Carolina,Retired,1,74,"Saturday, Jeff",,295,1999 - 2012
30,"Summerville , SC",10/6/1986,Central Florida,Retired,2,72,"Rashad, Sha'reff",,198,2009 - 2010
51,"Bryan , TX",4/1/1966,Sam Houston State,Retired,8,72,"Harris, Odie",,190,1988 - 1995
46,"Brooklyn , NY",11/10/1970,Miami (Fla.),Retired,2,73,"Bass, Robert",,239,1994 - 1995
,"Chicago , IL",10/10/1918,Mississippi,Retired,2,68,"Reynolds, Bill",,183,1944 - 1945
