age,birth_date,college,retirement_status,years_played,height,player_name,position,weight_lbs,year_start,year_end
,7/14/1915,Georgetown,Retired,3,73,"Frank, Joe",,217,1941,1943
,10/8/1916,Indiana,Retired,8,71,"Filchock, Frank",,193,1938,1950
53,2/22/1964,Auburn,Retired,7,72,"Agee, Tommie",,235,1988,1994
27,5/16/1990,Notre Dame,Active,5,77,"Robinson, Trevor",G,300,,
34,7/13/1982,Grambling State,Retired,1,78,"Hatcher, Jason",,299,2006,2015
27,7/12/1989,Florida State,Active,7,74,"Hudson, Rodney",C,300,,
,5/4/1911,Michigan State,Retired,4,70,"Klewicki, Ed",,209,1935,1938
25,12/26/1991,Tennessee State,Active,1,77,"Myers, Robert",OG,335,,
34,9/22/1982,Clemson,Retired,2,76,"Fountain, Maurice",,270,2008,2011
66,7/27/1950,Villanova,Retired,3,73,"Babinecz, John",,222,1972,1975
25,11/16/1991,Colorado State,Active,4,78,"Gillmore, Crockett",TE,260,,
,2/22/1924,Rice,Retired,1,74,"Eikenberg, Virgil",,205,1948,1948
64,1/17/1953,Southern Methodist,Retired,1,73,"Thompson, Ted",,220,1975,1984
30,9/16/1986,Houston,Retired,1,77,"Watts, Roy",,310,2011,2011
,1/1/1948,Long Beach State,Retired,5,73,"Parks, Billy",,185,1971,1975
23,1/29/1994,Valdosta State,Active,1,70,"O'Neal, Cedric",RB,215,,
,5/24/1894,Notre Dame,Retired,2,68,"Baujan, Harry",,170,1920,1921
,7/26/1898,No College,Retired,1,,"Harris, John",,196,1926,1926
65,1/15/1952,Georgia,Retired,1,77,"Cagle, Jim",,255,1974,1974
39,11/26/1977,Richmond,Retired,1,74,"Lenon, Paris",,240,2002,2013
,7/10/1901,Buffalo,Retired,1,71,"Ailinger, Jim",,215,1924,1924
66,6/19/1950,Arkansas,Retired,1,77,"Reavis, Dave",,257,1974,1983
53,10/24/1963,Arizona,Retired,2,76,"DiGiacomo, Curt",,270,1986,1988
,6/14/1925,Oregon,Retired,1,72,"Lewis, Woodley",,185,1950,1960
32,7/21/1984,Central Arkansas,Retired,0,76,"Pittman, Jeremy",,250,2007,2007
34,7/12/1982,Indiana State,Retired,4,76,"Petrowski, Jamie",,262,2006,2010
48,8/25/1968,Tennessee,Retired,9,75,"Thomas, Dave",,218,1993,2001
33,8/3/1983,Montana State,Retired,0,71,"Gatewood, Rick",,190,2006,2006
42,1/19/1975,Virginia,Retired,1,75,"Anderson, Maurice",,280,2000,2000
27,3/2/1990,Kentucky State,Retired,1,75,"Addai, Derick",,231,2011,2011
54,3/7/1963,Michigan State,Retired,1,75,"Belk, Veno",,233,1987,1987
56,7/28/1960,The Citadel,Retired,5,76,"Walker, Byron",,190,1982,1986
52,7/24/1964,North Carolina State,Retired,2,75,"Phillips, Ray",,243,1986,1987
37,3/24/1980,Delaware,Retired,1,76,"Johnson, Shawn",,273,2005,2005
24,1/27/1993,South Carolina,Active,2,69,"Byrd, Damiere",WR,180,,
34,6/3/1983,Alabama,Retired,0,74,"Roach, Freddie",,250,2006,2006
33,3/8/1984,Coastal Carolina,Retired,5,72,"Teal, Quinton",,205,2007,2011
24,2/23/1993,Arizona State,Active,2,75,"Westerman, Christian",OG,300,,
27,1/5/1990,Auburn,Retired,2,74,"Adams, Darvin",,195,2011,2012
58,1/6/1959,Northwestern State-Louisiana,Retired,1,72,"Oatis, Victor",,177,1983,1983
31,8/9/1985,Texas Christian,Retired,3,74,"Roach, David",,216,2008,2010
72,5/5/1945,USC,Retired,5,76,"Taylor, Mike",,255,1968,1973
,1/7/1918,USC,Retired,2,72,"George, Ray",,229,1939,1940
75,7/17/1941,Notre Dame,Retired,1,75,"Lamonica, Daryle",,215,1963,1974
72,4/27/1945,Prairie View A&M,Retired,3,78,"Aldridge, Allen",,250,1971,1974
34,9/9/1982,South Dakota,Retired,0,79,"Hagemann, Nick",,295,2006,2006
50,5/5/1967,Alabama State,Retired,7,73,"Baxter, Brad",,235,1989,1995
67,2/22/1950,West Chester,Retired,2,73,"Kersey, Merritt",,205,1974,1975
31,5/6/1986,South Dakota State,Retired,1,72,"Harris, JaRon",,200,2009,2009
76,2/15/1941,Texas State,Retired,2,75,"Dickey, Wallace",,260,1968,1969
46,5/26/1971,Arkansas,Retired,2,71,"Ireland, Darwin",,240,1994,1995
42,5/27/1975,Hofstra,Retired,1,74,"Schulters, Lance",,202,1998,2008
35,8/28/1981,Clemson,Retired,2,72,"Leake, John",,240,2005,2007
29,2/20/1988,Hawaii,Retired,4,70,"Pilares, Kealoha",,200,2011,2014
75,6/26/1941,Nebraska-Omaha,Retired,4,73,"Allen, Jerry",,200,1966,1969
32,7/19/1984,Marshall,Retired,1,75,"Devine, Derek",,224,2007,2008
33,7/13/1983,Southern Mississippi,Retired,2,70,"Eubanks, John",,173,2006,2007
35,4/20/1982,New Mexico,Retired,3,74,"Terrell, Claude",,330,2005,2007
37,8/9/1979,Arizona State,Retired,2,78,"Scott, Travis",,300,2002,2004
,5/8/1920,Muhlenberg,Retired,1,72,"Gorgone, Pete",,220,1946,1946
79,4/24/1938,Virginia Tech,Retired,1,74,"Dale, Carroll",,200,1960,1973
58,7/2/1958,Arizona State,Retired,4,74,"Padjen, Gary",,244,1982,1987
68,1/21/1949,Florida,Retired,1,75,"James, John",,197,1972,1984
,6/23/1944,Florida State,Retired,1,73,"Mankins, Jim",,215,1967,1967
,10/12/1911,Minnesota,Retired,2,68,"Alfonse, Julie",,180,1937,1938
,8/20/1909,Tennessee,Retired,7,70,"Feathers, Beattie",,185,1934,1940
86,10/12/1930,Washington State,Retired,2,70,"Bailey, Byron",,192,1952,1953
71,1/17/1946,Colorado,Retired,3,74,"Harris, Billy",,204,1968,1971
67,8/8/1949,Massachusetts,Retired,1,74,"Pena, Bubba",,250,1972,1972
29,1/1/1988,Arizona,Retired,3,76,"Reed, D'Aundre",,260,2011,2014
27,10/18/1989,Wake Forest,Retired,1,73,"Okoro, Kenny",,190,2014,2014
34,11/18/1982,Notre Dame,Retired,1,74,"Fitzpatrick, D.J.",,206,2007,2008
22,6/17/1994,Alabama,Active,3,73,"Cooper, Amari",WR,210,,
88,2/18/1929,San Francisco State,Retired,1,74,"Endress, Al",,200,1952,1952
,7/11/1939,Cincinnati,Retired,1,73,"Lee, Jacky",,189,1960,1969
62,2/9/1955,Virginia,Retired,4,77,"Choma, John",,261,1979,1983
53,1/6/1964,James Madison,Retired,1,77,"Haley, Charles",,255,1986,1999
37,3/30/1980,Central Florida,Retired,6,74,"Gaines, Michael",,267,2004,2009
38,3/24/1979,Stephen F. Austin St.,Retired,1,74,"Pate, Wes",,228,2003,2003
27,6/8/1989,Kansas State,Active,6,76,"Lamur, Emmanuel",LB,245,,
48,12/14/1968,Appalachian State,Retired,1,72,"Dandridge, Gary",,213,1992,1992
58,2/14/1959,Oklahoma,Retired,1,76,"Reilly, Mike",,217,1982,1982
44,3/24/1973,Troy,Retired,1,77,"Gilliard, Darnell",,304,1996,1996
38,9/19/1978,Michigan State,Retired,3,76,"Peko, Tupe",,305,2002,2006
27,7/11/1989,Georgia,Active,5,75,"Jenkins, John",DT,359,,
47,9/16/1969,Penn State,Retired,2,73,"Daniels, David",,190,1991,1992
55,3/2/1962,Pittsburgh,Retired,1,77,"Maas, Bill",,265,1984,1993
26,9/21/1990,Florida Atlantic,Active,4,73,"Glanton, Adarius",OLB,230,,
41,4/21/1976,West Texas A&M,Retired,2,71,"Larrimore, Kareem",,206,2000,2001
41,1/28/1976,Michigan,Retired,1,78,"Jansen, Jon",,305,1999,2010
40,1/31/1977,Marshall,Retired,5,74,"Beckett, Rogers",,207,2000,2004
59,3/3/1958,Michigan,Retired,6,76,"Lilja, George",,264,1982,1987
,12/3/1902,Boston College,Retired,1,72,"Harrison, Ed",,178,1926,1926
32,8/9/1984,Houston,Retired,3,78,"Hannah, Rodney",,258,2007,2009
32,10/19/1984,Pittsburgh,Retired,1,73,"Lee, Greg",,202,2006,2007
32,8/15/1984,Baker,Active,8,75,"Purdum, Tanner",LS,270,,
,4/17/1932,No College,Retired,3,71,"Wegert, Ted",,202,1955,1960
,8/11/1954,San Jose State,Retired,5,77,"Faumuina, Wilson",,275,1977,1981
68,9/3/1948,Washington,Retired,2,76,"Lee, Ken",,230,1971,1972
26,3/24/1991,Oklahoma,Active,4,70,"Hurst, Demontre",DB,191,,
82,10/12/1934,Indiana,Retired,1,77,"Amstutz, Joe",,264,1957,1957
61,4/12/1956,Kentucky,Retired,1,76,"Fowler, Dan",,260,1979,1979
,7/15/1938,North Carolina Central,Retired,5,75,"Barnes, Ernie",,247,1960,1964
78,3/14/1939,Wyoming,Retired,5,72,"Lamson, Chuck",,190,1962,1967
,4/17/1936,Michigan State,Retired,1,73,"O'Brien, Fran",,253,1959,1968
32,12/29/1984,West Virginia,Retired,7,69,"Reynaud, Darius",,208,2008,2014
,7/12/1925,Northwestern,Retired,1,70,"Aschenbrenner, Frank",,188,1949,1949
91,5/2/1926,Notre Dame,Retired,3,76,"O'Connor, Bill",,220,1948,1951
62,7/4/1954,Iowa State,Retired,1,77,"Young, Randy",,250,1976,1976
59,8/14/1957,Mississippi,Retired,3,71,"Perry, Leon",,224,1980,1982
77,6/14/1939,Penn State,Retired,9,74,"Barber, Stew",,250,1961,1969
,4/4/1908,Providence,Retired,1,70,"DaGata, Fred",,187,1931,1931
31,7/13/1985,South Florida,Retired,0,77,"Watson, Theodric",,295,2007,2007
70,5/5/1947,Texas A&M,Retired,6,74,"Maxwell, Tommy",,195,1969,1974
51,11/25/1965,Oregon,Retired,1,72,"Newman, Anthony",,215,1988,1999
26,2/8/1991,Penn State,Active,5,73,"Hill, Jordan",DT,290,,
25,2/16/1992,Arizona,Active,4,75,"Flowers, Marquis",OLB,245,,
,8/22/1953,Auburn,Retired,4,75,"Nugent, Dan",,250,1976,1980
36,4/6/1981,Notre Dame,Retired,1,75,"Faine, Jeff",,291,2003,2012
33,3/27/1984,Tennessee,Retired,6,71,"Wade, Jonathan",,195,2007,2012
,,No College,Retired,1,,"Killiher, Lyons",,1,1928,1928
,7/28/1903,Washington-St. Louis,Retired,1,74,"Scheib, Skippy",,210,1930,1930
,12/30/1895,Kalamazoo,Retired,1,71,"Casteel, Mike",,175,1922,1922
,5/21/1934,Pittsburgh,Retired,8,74,"Paluck, John",,241,1956,1965
29,3/4/1988,East Carolina,Retired,1,75,"Allen, Sean",,305,2010,2010
,1/3/1897,Wabash,Retired,2,73,"Caldwell, Knute",,210,1925,1926
,3/26/1932,Maryland,Retired,9,73,"Nolan, Dick",,185,1954,1962
36,4/22/1981,Western Illinois,Retired,0,74,"Archer, Phil",,245,2006,2006
25,6/24/1991,Penn State,Active,4,75,"Urschel, John",OG,300,,
25,3/12/1992,South Carolina,Retired,1,69,"Hampton, Victor",,197,2014,2014
38,7/25/1978,Tennessee,Retired,3,74,"Martin, Tee",,225,2000,2003
,12/23/1899,Princeton,Retired,2,68,"MacPhee, Waddy",,160,1925,1926
25,7/23/1991,Missouri,Retired,1,74,"Franklin, James",,230,2014,2014
30,2/16/1987,Missouri,Active,9,75,"Hood, Ziggy",NT,305,,
57,5/24/1960,USC,Retired,1,76,"Foster, Roy",,275,1982,1993
50,1/2/1967,USC,Retired,4,70,"Jackson, John",,175,1990,1996
,8/8/1917,Creighton,Retired,1,72,"Cemore, Tony",,210,1941,1941
77,12/9/1939,Tennessee,Retired,8,73,"Beard, Ed",,226,1965,1972
27,4/2/1990,Temple,Active,6,74,"Whitehead, Tahir",MLB,241,,
39,9/1/1977,Texas Christian,Retired,9,76,"Schobel, Aaron",,243,2001,2009
56,9/14/1960,Baylor,Retired,1,72,"Mack, Cedric",,190,1983,1993
63,3/24/1954,Oregon State,Retired,7,76,"Nairne, Rob",,223,1977,1983
50,5/1/1967,UCLA,Retired,1,74,"Patton, Marvcus",,241,1990,2002
,12/26/1928,Rice,Retired,4,77,"Weatherly, Bones",,218,1950,1954
,1/28/1919,Texas Tech,Retired,6,71,"Rankin, Walt",,197,1941,1947
,,Grove City,Retired,5,69,"Gibson, Butch",,204,1930,1934
87,2/19/1930,North Texas,Retired,1,70,"Bahnsen, Ken",,200,1953,1953
,4/7/1900,No College,Retired,1,,"Reagen, Ed",,1,1926,1926
67,8/31/1949,Long Beach State,Retired,1,73,"Fassel, Jim",,210,1972,1972
38,1/24/1979,Baylor,Retired,4,77,"Jerman, Greg",,310,2002,2006
32,3/22/1985,Georgia,Retired,1,72,"Johnson, Kelin",,197,2008,2008
22,6/10/1994,Mississippi State,Active,1,78,"Brown, Ryan",DE,267,,
,2/5/1963,Miami (Fla.),Retired,1,72,"Shakespeare, Stanley",,190,1987,1987
25,5/28/1992,Syracuse,Active,4,75,"Bromley, Jay",DT,306,,
,10/12/1894,Dayton,Retired,4,71,"Mahrt, Al",,168,1920,1923
27,9/28/1989,Pittsburgh,Retired,4,77,"Nix, Lucas",,325,2012,2015
92,4/27/1925,Purdue,Retired,2,74,"Papach, George",,208,1948,1949
24,9/23/1992,Boise State,Active,2,76,"Odhiambo, Rees",OG,315,,
29,11/4/1987,Colorado State,Retired,1,75,"Martinez, Adrian",,208,2010,2010
44,1/16/1973,Arizona State,Retired,7,74,"Bates, Mario",,239,1994,2000
75,9/28/1941,Arizona State,Retired,1,75,"Taylor, Charley",,210,1964,1977
52,11/12/1964,Southern University,Retired,8,78,"Perry, Gerald",,300,1988,1995
,1/1/1967,Alabama,Retired,1,75,"Thomas, Derrick",,255,1989,1999
51,11/29/1965,Eastern Illinois,Retired,2,70,"Banks, Roy",,190,1987,1988
59,2/10/1958,Wyoming,Retired,2,77,"Ogrin, Pat",,265,1981,1982
,10/15/1918,Southern Mississippi,Retired,4,69,"Vetrano, Joe",,170,1946,1949
,11/11/1919,Eastern Michigan,Retired,2,75,"Opalewski, Ed",,230,1943,1944
39,2/14/1978,East Carolina,Retired,1,73,"Garrard, David",,236,2002,2013
35,4/26/1982,Auburn,Retired,2,75,"Wallace, Cooper",,258,2006,2008
59,1/22/1958,Western Illinois,Retired,2,74,"Carpenter, Steve",,195,1980,1981
23,4/24/1994,Washington,Active,2,73,"Washington, Dwayne",RB,223,,
,3/30/1939,Arizona,Retired,6,71,"Thompson, Bobby",,188,1964,1969
25,5/17/1992,Sacramento State,Active,4,73,"Davis, Todd",ILB,230,,
32,1/8/1985,Baylor,Retired,3,71,"Bell, Josh",,177,2008,2010
30,8/11/1986,Indiana,Unsigned free agent,1,71,"Porter, Tracy",CB,200,,
33,10/15/1983,California,Retired,0,71,"O'Keith, Marcus",,198,2007,2007
,3/14/1919,Kentucky,Retired,1,73,"Lindahl, Joe",,197,1945,1945
51,10/25/1965,Fresno State,Retired,1,73,"Franklin, Jethro",,258,1989,1989
30,11/24/1986,Miami (Fla.),Active,8,79,"Graham, Jimmy",TE,265,,
,9/2/1904,Notre Dame,Retired,2,72,"Wallace, John",,180,1928,1929
70,8/31/1946,Texas-El Paso,Retired,1,73,"West, Charlie",,197,1968,1979
56,6/2/1961,Maine,Retired,4,77,"Pickering, Clay",,215,1984,1987
23,2/25/1994,Globe Tech NY (J.C.),Active,1,74,"Powell, Joe",DB,205,,
30,9/13/1986,Maryland,Retired,1,75,"Goode, Jason",,245,2008,2008
,4/24/1918,Utah,Retired,7,71,"Gehrke, Fred",,189,1940,1950
,6/8/1903,Connecticut,Retired,1,70,"Radzevich, Vic",,165,1926,1926
43,8/5/1973,Brigham Young,Retired,1,73,"Johnson, Dustin",,235,1999,1999
54,2/7/1963,Johnson C. Smith,Retired,1,74,"Davis, Kelvin",,260,1987,1987
,10/26/1913,Nebraska,Retired,4,72,"Francis, Sam",,207,1937,1940
65,2/20/1952,Morgan State,Retired,5,70,"Hammond, Bobby",,171,1976,1980
63,7/7/1953,Brigham Young,Retired,1,73,"Olsen, Orrin",,245,1976,1976
45,10/24/1971,Wisconsin,Retired,4,78,"Verstegen, Mike",,311,1995,1998
,2/23/1939,Kansas,Retired,1,73,"Schick, Doyle",,210,1961,1961
37,7/1/1979,Northern Illinois,Retired,1,78,"Diem, Ryan",,320,2001,2011
57,7/9/1959,Pittsburgh,Retired,2,71,"Thomas, Lynn",,181,1981,1982
41,6/18/1975,North Carolina,Retired,1,74,"Saturday, Jeff",,295,1999,2012
30,10/6/1986,Central Florida,Retired,2,72,"Rashad, Sha'reff",,198,2009,2010
51,4/1/1966,Sam Houston State,Retired,8,72,"Harris, Odie",,190,1988,1995
46,11/10/1970,Miami (Fla.),Retired,2,73,"Bass, Robert",,239,1994,1995
,10/10/1918,Mississippi,Retired,2,68,"Reynolds, Bill",,183,1944,1945
55,9/26/1961,Nebraska,Retired,1,78,"Behning, Mark",,290,1986,1986
60,6/25/1956,Cornell,Retired,1,72,"Talton, Ken",,208,1980,1980
51,5/26/1966,New Mexico Highlands,Retired,1,70,"Edwards, Anthony",,195,1989,1998
34,1/14/1983,Stanford,Retired,3,73,"Oshinowo, Baba",,325,2006,2008
32,9/28/1984,Miami (Fla.),Retired,7,76,"Atkins, Baraka",,265,2007,2013
30,10/14/1986,Georgia,Retired,1,73,"Owens, Jeff",,304,2010,2010
28,9/3/1988,Troy,Unsigned free agent,4,67,"Harris, DuJuan",RB,206,,
71,8/7/1945,Portland State,Retired,2,72,"Oberg, Tom",,185,1968,1969
61,10/3/1955,Grambling State,Retired,2,73,"Parker, Kerry",,192,1984,1987
31,4/7/1986,Mississippi,Retired,7,73,"Palmer, Ashlee",,238,2009,2015
35,10/21/1981,Oklahoma State,Unsigned free agent,1,75,"Smith, Antonio",DE,290,,
32,2/21/1985,Rutgers,Retired,6,74,"Westerman, Jamaal",,257,2009,2014
36,9/30/1980,Washington,Retired,2,75,"Ware, Kevin",,259,2003,2004
,10/20/1959,Alabama,Retired,4,74,"Perrin, Benny",,178,1982,1985
52,7/2/1964,North Carolina State,Retired,1,77,"Leach, Bill",,280,1987,1987
45,7/16/1971,Cal Poly-S.L.O.,Retired,6,72,"Thomas, Chris",,190,1995,2001
35,12/28/1981,Cincinnati,Retired,1,73,"Enzor, Jamar",,238,2005,2007
29,6/12/1987,Fresno State,Retired,6,75,"Ajirotutu, Seyi",,215,2010,2015
65,10/4/1951,Carson-Newman,Retired,2,77,"George, Tim",,225,1973,1974
23,1/29/1994,UCLA,Active,2,72,"Fairbairn, Ka'imi",K,185,,
,12/28/1915,Washington,Retired,1,72,"Markov, Vic",,215,1938,1938
52,11/30/1964,Iowa State,Retired,1,76,"Jasper, Vince",,270,1987,1987
,,,Retired,,,"Pepper, null",,,1920,1920
29,6/10/1987,Ohio U.,Active,9,73,"Mitchell, Mike",FS,221,,
,11/22/1923,Furman,Retired,3,74,"Wham, Tom",,217,1949,1951
44,1/7/1973,Penn State,Retired,1,70,"Engram, Bobby",,192,1996,2010
,6/9/1919,Holy Cross,Retired,1,72,"Digris, Bernie",,212,1943,1943
69,1/22/1948,Penn State,Retired,2,73,"Pittman, Charlie",,200,1970,1971
74,3/2/1943,Ball State,Retired,1,71,"Todd, Jim",,195,1966,1966
48,12/5/1968,Baylor,Retired,1,68,"Frank, Malcolm",,178,1992,1992
67,2/4/1950,Holy Cross,Retired,6,74,"Adams, Bill",,255,1972,1978
24,4/10/1993,Washington,Active,1,70,"Hall, Marvin",WR,190,,
52,4/15/1965,Illinois,Retired,1,78,"Dennis, Mark",,288,1987,1996
,10/8/1921,Minnesota,Retired,3,71,"Garnaas, Bill",,187,1946,1948
85,3/19/1932,California,Retired,2,71,"Larson, Paul",,185,1957,1960
39,11/21/1977,Georgia,Retired,8,75,"Jennings, Jonas",,328,2001,2008
34,5/3/1983,LSU,Retired,6,71,"Addai, Joseph",,214,2006,2011
25,10/16/1991,Alabama,Active,2,72,"White, DeAndrew",WR,192,,
52,3/11/1965,Tennessee State,Retired,3,70,"Pillow, Frank",,170,1988,1990
64,8/5/1952,Amherst,Retired,1,74,"Scott, Freddie",,180,1974,1983
24,8/28/1992,Boston College,Active,3,72,"Williams, Andre",RB,220,,
35,12/14/1981,Akron,Retired,1,73,"Cherry, Matt",,203,2004,2006
70,10/20/1946,Syracuse,Retired,8,77,"Thoms, Art",,260,1969,1977
,3/1/1919,Charleston (WV),Retired,1,70,"Thacker, Al",,200,1942,1942
65,6/24/1951,Grambling State,Retired,3,76,"Dennis, Al",,250,1973,1977
50,7/26/1966,Mississippi State,Retired,4,74,"Anderson, Jesse",,245,1990,1993
,12/1/1915,St. Mary's (CA),Retired,2,74,"Dennerlein, Jerry",,240,1937,1940
47,10/25/1969,Vanderbilt,Retired,1,71,"Harris, Corey",,213,1992,2003
76,1/28/1941,Baylor,Retired,1,76,"Maples, Butch",,225,1963,1963
44,1/22/1973,Alabama State,Retired,8,72,"Barlow, Reggie",,190,1996,2003
73,10/10/1943,Tennessee State,Retired,8,75,"Edwards, Cid",,230,1968,1975
38,8/18/1978,Oregon State,Retired,1,72,"Carroll, Terrence",,215,2001,2001
50,4/12/1967,Michigan,Retired,7,75,"Abrams, Bobby",,242,1990,1996
,4/3/1932,Southern Mississippi,Retired,7,77,"Owens, Don",,255,1957,1963
29,10/3/1987,Nevada,Retired,1,71,"Thompson, Antoine",,195,2010,2010
46,6/26/1970,Georgia,Retired,1,74,"Yancy, Carlos",,190,1995,1995
29,8/15/1987,Rutgers,Retired,4,75,"D'Imperio, Ryan",,240,2010,2013
,11/29/1933,Miami (Ohio),Retired,3,76,"Chorovich, Dick",,260,1955,1960
36,9/2/1980,Auburn,Retired,6,74,"Thomas, Dontarrious",,241,2004,2009
61,10/17/1955,Northern Illinois,Retired,1,73,"Petway, David",,207,1981,1981
23,1/24/1994,Rutgers,Active,2,72,"Carroo, Leonte",WR,217,,
31,9/27/1985,Louisville,Active,1,79,"Giacomini, Breno",T,318,,
58,11/11/1958,Texas Christian,Retired,8,70,"Epps, Phil",,165,1982,1989
25,2/11/1992,USC,Retired,2,75,"Uko, George",,284,2014,2015
31,3/20/1986,Tennessee State,Retired,4,74,"Newton, Cecil",,310,2009,2012
25,9/21/1991,Northern Illinois,Active,1,72,"Brown, Da'Ron",WR,199,,
53,4/24/1964,Slippery Rock,Retired,2,73,"Sanders, Chuck",,233,1986,1987
29,8/3/1987,Minnesota,Retired,3,75,"Weber, Adam",,210,2011,2013
39,7/28/1977,Alabama,Retired,1,77,"Samuels, Chris",,314,2000,2009
34,11/19/1982,Michigan,Retired,2,78,"Lentz, Matt",,320,2006,2008
77,3/24/1940,Washington State,Retired,7,75,"Erlandson, Tom",,235,1962,1968
77,11/1/1939,North Carolina Central,Retired,2,75,"McAdams, Bob",,250,1963,1964
27,7/23/1989,Mississippi State,Active,7,76,"Wright, K.J.",OLB,246,,
34,5/15/1983,Princeton,Retired,3,77,"Dekker, Jon",,250,2006,2008
,2/2/1940,Notre Dame,Retired,4,74,"Lind, Mike",,225,1963,1966
34,1/12/1983,Oklahoma,Unsigned free agent,1,75,"Chester, Chris",OG,303,,
32,3/15/1985,Kentucky,Unsigned free agent,1,75,"Tamme, Jacob",TE,230,,
28,5/10/1989,South Dakota,Active,5,77,"Compton, Tom",T,308,,
,12/13/1896,Olivet,Retired,1,68,"Watson, Ernest",,155,1920,1920
,,Fresno State,Retired,3,70,"Garner, Bob",,189,1960,1962
,,North Carolina State,Retired,0,75,"Allen, Zach",,328,2013,2013
49,8/4/1967,Tennessee,Retired,1,72,"Davis, Harlan",,191,1991,1991
29,10/21/1987,Ohio State,Retired,4,74,"Gibson, Thaddeus",,243,2010,2013
33,11/11/1983,Virginia Tech,Retired,0,70,"Pace, Brandon",,194,2007,2007
,3/25/1931,Pennsylvania,Retired,5,73,"Bell, Eddie",,212,1955,1960
,2/14/1917,Nebraska,Retired,3,75,"Kahler, Bob",,201,1942,1944
58,3/24/1959,Maryland,Retired,3,73,"Nehemiah, Renaldo",,181,1982,1984
32,1/1/1985,North Carolina State,Unsigned free agent,1,71,"Tulloch, Stephen",OLB,245,,
,,No College,Retired,1,71,"Lewis, Bill",,186,1934,1934
23,11/29/1993,USC,Active,4,75,"Martin, Marcus",C,321,,
68,8/23/1948,Arizona State,Retired,4,70,"Thomas, Bob",,201,1971,1974
35,11/18/1981,Oklahoma,Retired,6,73,"Lehman, Teddy",,249,2004,2010
27,4/4/1990,Boise State,Retired,1,74,"Tjong-A-Tjoe, Ricky",,309,2014,2014
73,2/16/1944,San Diego State,Retired,3,79,"Carroll, Leo",,250,1968,1970
42,1/31/1975,Texas Tech,Retired,2,72,"Lethridge, Zebbie",,190,2001,2002
,9/30/1901,Mount Union,Retired,1,71,"Fleming, Wilmer",,165,1925,1925
,4/18/1923,Rice,Retired,2,73,"Scruggs, Ted",,195,1947,1948
72,4/6/1945,California,Retired,7,75,"Beasley, John",,228,1967,1974
24,7/22/1992,Florida,Active,3,74,"Dunbar, Quinton",CB,203,,
,10/14/1926,Virginia State,Retired,1,71,"Whaley, Ben",,210,1949,1949
45,12/14/1971,Northwestern,Retired,1,71,"Senters, Mike",,183,1995,1995
31,4/7/1986,Tennessee State,Active,1,74,"Rodgers-Cromartie, Dominique",CB,193,,
,11/24/1906,Minnesota,Retired,3,71,"Nydall, Mally",,163,1929,1931
,9/18/1917,Wis.-Platteville,Retired,3,72,"Perkins, Don",,196,1944,1946
42,11/11/1974,Alabama,Retired,1,71,"Malone, Toderick",,177,1996,1996
45,1/19/1972,Michigan,Retired,1,72,"Wheatley, Tyrone",,235,1995,2004
25,10/24/1991,Boston College,Retired,1,74,"Divitto, Steele",,237,2014,2014
28,10/9/1988,Texas,Retired,2,74,"Chiles, John",,210,2011,2015
38,3/1/1979,Wyoming,Retired,8,73,"Chukwurah, Patrick",,250,2001,2012
,8/20/1927,Georgia,Retired,3,73,"Rauch, John",,195,1949,1951
44,7/7/1972,San Diego State,Retired,9,73,"Scott, Darnay",,204,1994,2002
53,1/12/1964,Georgia Tech,Retired,1,77,"Malone, Ralph",,225,1986,1986
41,10/6/1975,Stanford,Retired,2,74,"Haskins, Jon",,245,1998,1999
65,1/19/1952,New Mexico State,Retired,1,72,"Bachman, Ted",,190,1976,1976
45,6/20/1971,Mississippi State,Retired,1,76,"Carroll, Herman",,265,1994,1994
40,3/6/1977,Michigan State,Retired,3,75,"Newkirk, Robert",,290,1999,2001
53,4/1/1964,Stanford,Retired,1,73,"Harris, Walter",,195,1987,1987
79,4/18/1938,Mississippi,Retired,3,74,"Khayat, Bob",,230,1960,1963
22,8/3/1994,Florida,Active,3,74,"Fowler, Dante",DE,250,,
57,7/4/1959,Syracuse,Retired,3,77,"Gissinger, Andrew",,280,1982,1984
27,12/6/1989,Colorado,Retired,1,73,"Hansen, Tyler",,225,2012,2012
43,4/27/1974,Notre Dame,Retired,3,77,"Chryplewicz, Pete",,261,1997,1999
,6/26/1894,Columbia,Retired,2,72,"Harris, Ken",,190,1923,1924
45,10/23/1971,Oregon State,Retired,2,75,"Kalaniuvalu, Alai",,302,1994,1995
44,7/6/1972,Pittsburgh,Retired,6,73,"Davis, Billy",,205,1995,2000
,2/12/1925,Baldwin-Wallace,Retired,1,71,"Cardinal, Fred",,220,1947,1947
49,3/23/1968,Northern Michigan,Retired,1,73,"Maddox, Mark",,240,1991,2000
,2/15/1900,Georgetown,Retired,1,68,"Jawish, Heinie",,210,1926,1926
29,1/1/1988,Colorado,Unsigned free agent,8,73,"Drescher, Justin",LS,235,,
53,4/20/1964,Notre Dame,Retired,2,71,"Carney, John",,185,1988,2010
26,6/23/1990,Virginia,Active,6,70,"McLeod, Rodney",FS,195,,
,1/20/1902,Ohio State,Retired,1,70,"Wendler, Jack",,175,1926,1926
29,2/29/1988,Central Washington,Retired,1,69,"Lewis, Armahd",,171,2012,2012
36,10/6/1980,Texas,Retired,2,69,"Babers, Rod",,185,2003,2004
