player,position,C,D,LW,RW,retire_year,retire_age,years_played
Oskars Bartulis\bartuos01,D,0,1,0,0,2011,24,2
Ossi Vaananen\vaanaos01,D,0,1,0,0,2009,28,4
Owen Nolan\nolanow01,RW,0,0,0,1,2010,37,4
P.A. Parenteau\parenpi01,RW,0,0,0,1,2017,33,11
P.J. Axelsson\axelspj01,LW,0,0,1,0,2009,33,4
P.K. Subban\subbapk01,D,0,1,0,0,2017,27,8
Pascal Dupuis\dupuipa01,RW,0,0,0,1,2016,36,11
Pascal Pelletier\pellepa01,LW,0,0,1,0,2014,30,7
Pascal Rheaume\rheaupa01,C,1,0,0,0,2006,32,1
Pat Kavanagh\kavanpa01,RW,0,0,0,1,2006,26,1
Patric Hornqvist\hornqpa01,RW,0,0,0,1,2017,30,9
Patrice Bergeron\bergepa01,C,1,0,0,0,2017,31,12
Patrice Brisebois\brisepa01,D,0,1,0,0,2009,38,4
Patrice Cormier\cormipa01,C,1,0,0,0,2016,25,6
Patrick Bordeleau\bordepa02,LW,0,0,1,0,2015,28,3
Patrick Brown\brownpa02,C,1,0,0,0,2017,24,3
Patrick Cannone\cannopa01,C,1,0,0,0,2017,30,1
Patrick Coulombe\coulopa01,D,0,1,0,0,2009,21,1
Patrick Davis\davispa01,LW,0,0,1,0,2010,23,2
Patrick Dwyer\dwyerpa01,RW,0,0,0,1,2015,31,7
Patrick Eaves\eavespa01,RW,0,0,0,1,2017,32,12
Patrick Fischer\fischpa01,C,1,0,0,0,2009,31,1
Patrick Holland\hollapa01,RW,0,0,0,1,2014,22,1
Patrick Kaleta\kaletpa01,RW,0,0,0,1,2015,28,9
Patrick Kane\kanepa01,RW,0,0,0,1,2017,28,10
Patrick Leahy\leahypa01,RW,0,0,0,1,2009,27,2
Patrick Marleau\marlepa01,LW,0,0,1,0,2017,37,12
Patrick Maroon\maroopa01,LW,0,0,1,0,2017,28,6
Patrick O'Sullivan\osullpa01,LW,0,0,1,0,2012,26,6
Patrick Rissmiller\rissmpa01,LW,0,0,1,0,2011,32,6
Patrick Sharp\sharppa01,RW,0,0,0,1,2017,35,12
Patrick Sieloff\sielopa01,D,0,1,0,0,2016,21,1
Patrick Thoresen\thorepa01,LW,0,0,1,0,2009,24,2
Patrick Traverse\travepa01,D,0,1,0,0,2006,31,1
Patrick Wey\weypa01,D,0,1,0,0,2014,22,1
Patrick Wiercioch\wiercpa01,D,0,1,0,0,2017,26,7
Patrik Berglund\berglpa01,C,1,0,0,0,2017,28,9
Patrik Elias\eliaspa01,LW,0,0,1,0,2016,39,11
Patrik Laine\lainepa01,RW,0,0,0,1,2017,18,1
Patrik Nemeth\nemetpa01,D,0,1,0,0,2017,24,4
Patrik Stefan\stefapa01,C,1,0,0,0,2009,26,2
Paul Bissonnette\bissopa01,LW,0,0,1,0,2014,28,6
Paul Byron\byronpa01,LW,0,0,1,0,2017,27,7
Paul Carey\careypa01,C,1,0,0,0,2017,28,4
Paul Gaustad\gaustpa01,C,1,0,0,0,2016,33,11
Paul Healey\healepa01,RW,0,0,0,1,2006,30,1
Paul Kariya*\kariypa01,LW,0,0,1,0,2010,35,5
Paul Ladue\laduepa01,D,0,1,0,0,2017,24,1
Paul Mara\marapa01,D,0,1,0,0,2011,31,6
Paul Martin\martipa01,D,0,1,0,0,2017,35,12
Paul Postma\postmpa01,D,0,1,0,0,2017,27,7
Paul Ranger\rangepa01,D,0,1,0,0,2014,29,9
Paul Stastny\stastpa01,C,1,0,0,0,2017,31,11
Paul Szczechura\szczepa01,C,1,0,0,0,2012,26,4
Paul Thompson\thomppa02,RW,0,0,0,1,2017,28,2
Pavel Brendl\brendpa01,RW,0,0,0,1,2006,24,1
Pavel Buchnevich\buchnpa01,RW,0,0,0,1,2017,21,1
Pavel Datsyuk\datsypa01,C,1,0,0,0,2016,37,11
Pavel Kubina\kubinpa01,D,0,1,0,0,2012,34,7
Pavel Vorobiev\vorobpa01,RW,0,0,0,1,2006,23,1
Pavel Zacha\zachapa01,C,1,0,0,0,2017,19,2
Pavol Demitra\demitpa01,RW,0,0,0,1,2010,35,5
Per Ledin\ledinpe01,LW,0,0,1,0,2009,30,1
Perttu Lindgren\lindgpe01,C,1,0,0,0,2010,22,1
Peter Bondra\bondrpe01,RW,0,0,0,1,2009,38,2
Peter Cehlarik\cehlape01,LW,0,0,1,0,2017,21,1
Peter Forsberg*\forsbpe01,C,1,0,0,0,2011,37,6
Peter Harrold\harrope01,D,0,1,0,0,2015,31,9
Peter Holland\hollape01,C,1,0,0,0,2017,26,6
Peter LeBlanc\leblape01,C,1,0,0,0,2014,25,1
Peter Mueller\muellpe01,RW,0,0,0,1,2013,24,6
Peter Olvecky\olvecpe01,LW,0,0,1,0,2010,24,2
Peter Regin\reginpe01,C,1,0,0,0,2015,28,7
Peter Sarno\sarnope01,C,1,0,0,0,2006,26,1
Peter Schaefer\schaepe01,LW,0,0,1,0,2011,33,6
Peter Sejna\sejnape01,LW,0,0,1,0,2009,27,2
Peter Vandermeer\vandepe01,LW,0,0,1,0,2008,32,1
Petr Cajanek\cajanpe01,LW,0,0,1,0,2009,31,2
Petr Kalus\kaluspe01,RW,0,0,0,1,2010,22,4
Petr Kanko\kankope01,RW,0,0,0,1,2006,21,1
Petr Nedved\nedvepe01,C,1,0,0,0,2009,35,2
Petr Prucha\pruchpe01,LW,0,0,1,0,2011,28,6
Petr Straka\strakpe01,RW,0,0,0,1,2015,22,1
Petr Sykora\sykorpe01,RW,0,0,0,1,2012,35,7
Petr Sykora\sykorpe02,C,1,0,0,0,2006,27,1
Petr Taticek\taticpe01,C,1,0,0,0,2006,22,1
Petr Tenkrat\tenkrpe01,RW,0,0,0,1,2009,29,1
Petr Vrana\vranape01,C,1,0,0,0,2009,23,1
Petri Kontiola\kontipe01,C,1,0,0,0,2008,23,1
Petter Granberg\granbpe01,D,0,1,0,0,2017,24,4
Petteri Lindbohm\lindbpe02,D,0,1,0,0,2017,23,3
Petteri Nokelainen\nokelpe01,C,1,0,0,0,2012,26,7
Petteri Nummelin\nummepe01,D,0,1,0,0,2009,35,2
Petteri Wirtanen\wirtape01,C,1,0,0,0,2008,21,1
Phil Kessel\kesseph01,RW,0,0,0,1,2017,29,11
Phil Oreskovic\oreskph01,D,0,1,0,0,2009,22,1
Phil Varone\varonph01,C,1,0,0,0,2017,26,4
Philip Larsen\larseph01,D,0,1,0,0,2017,27,8
Philip McRae\mcraeph01,C,1,0,0,0,2011,20,1
Philip Samuelsson\samueph01,D,0,1,0,0,2016,24,3
Philippe Boucher\bouchph01,D,0,1,0,0,2009,35,4
Philippe Cornet\corneph01,LW,0,0,1,0,2012,21,1
Philippe Dupuis\dupuiph01,C,1,0,0,0,2012,26,4
Phillip Danault\danauph01,LW,0,0,1,0,2017,23,3
Phillip Di Giuseppe\digiuph01,LW,0,0,1,0,2017,23,2
Pierre Dagenais\dagenpi01,RW,0,0,0,1,2006,27,1
Pierre Turgeon\turgepi01,C,1,0,0,0,2009,37,2
Pierre-Cedric Labrie\labripi01,LW,0,0,1,0,2014,27,3
Pierre-Edouard Bellemare\bellepi01,LW,0,0,1,0,2017,31,3
Pierre-Luc Letourneau-Leblond\letoupi01,RW,0,0,0,1,2014,28,6
Pierre-Marc Bouchard\bouchpi02,RW,0,0,0,1,2014,29,9
Pontus Aberg\abergpo01,LW,0,0,1,0,2017,23,1
Prestin Ryan\ryanpr01,D,0,1,0,0,2006,25,1
Quintin Laing\laingqu01,LW,0,0,1,0,2010,30,3
Quinton Howden\howdequ01,C,1,0,0,0,2017,25,5
R.J. Umberger\umberrj01,LW,0,0,1,0,2016,33,11
Radek Bonk\bonkra01,C,1,0,0,0,2009,33,4
Radek Dvorak\dvorara01,RW,0,0,0,1,2014,36,9
Radek Faksa\faksara01,C,1,0,0,0,2017,23,2
Radek Martinek\martira01,D,0,1,0,0,2014,37,9
Radek Smolenak\smolera01,LW,0,0,1,0,2010,23,2
Radim Vrbata\vrbatra01,RW,0,0,0,1,2017,35,12
Radko Gudas\gudasra01,D,0,1,0,0,2017,26,5
Radoslav Suchy\suchyra01,D,0,1,0,0,2006,29,1
Raffi Torres\torrera01,LW,0,0,1,0,2014,32,9
Raitis Ivanans\ivanara01,LW,0,0,1,0,2012,33,7
Raman Hrabarenka\hrabara01,D,0,1,0,0,2015,22,1
Ramzi Abid\abidra01,LW,0,0,1,0,2009,26,2
Randy Jones\jonesra01,D,0,1,0,0,2012,30,7
Randy Robitaille\robitra01,C,1,0,0,0,2009,32,3
Raphael Diaz\diazra01,D,0,1,0,0,2015,29,4
Rasmus Andersson\anderra01,D,0,1,0,0,2017,20,1
Rasmus Rissanen\rissara01,D,0,1,0,0,2015,23,1
Rasmus Ristolainen\ristora01,D,0,1,0,0,2017,22,4
Ray Macias\maciara01,D,0,1,0,0,2011,24,3
Ray Whitney\whitnra01,RW,0,0,0,1,2014,41,9
Raymond Sawada\sawadra01,RW,0,0,0,1,2011,25,3
Reed Low\lowre01,RW,0,0,0,1,2009,30,1
Reid Boucher\bouchre01,LW,0,0,1,0,2017,23,4
Reilly Smith\smithre01,RW,0,0,0,1,2017,25,6
Rem Murray\murrare01,C,1,0,0,0,2006,33,1
Remi Elie\eliere01,LW,0,0,1,0,2017,21,1
Rene Bourque\bourqre01,RW,0,0,0,1,2017,35,12
Rhett Rakhshani\rakhsrh01,RW,0,0,0,1,2012,23,2
Rhett Warrener\warrerh01,D,0,1,0,0,2009,32,3
Ric Jackman\jackmri01,D,0,1,0,0,2009,28,2
Rich Clune\cluneri01,LW,0,0,1,0,2016,28,7
Rich Peverley\peverri01,C,1,0,0,0,2014,31,8
Richard Matvichuk\matviri01,D,0,1,0,0,2009,33,2
Richard Panik\panikri01,RW,0,0,0,1,2017,25,5
Richard Park\parkri01,RW,0,0,0,1,2012,35,7
Richard Petiot\petiori01,D,0,1,0,0,2011,28,6
Richard Zednik\zedniri01,RW,0,0,0,1,2009,33,4
Richie Regehr\regehri01,D,0,1,0,0,2009,24,2
Rick Nash\nashri01,RW,0,0,0,1,2017,32,12
Rick Rypien\rypieri01,C,1,0,0,0,2011,26,6
Rickard Rakell\rakelri01,RW,0,0,0,1,2017,23,5
Rickard Wallin\walliri01,C,1,0,0,0,2010,29,1
Rico Fata\fatari01,RW,0,0,0,1,2009,26,2
Riley Armstrong\armstri01,RW,0,0,0,1,2009,24,1
Riley Barber\barberi01,RW,0,0,0,1,2017,22,1
Riley Cote\coteri01,LW,0,0,1,0,2010,27,4
Riley Nash\nashri02,C,1,0,0,0,2017,27,6
Riley Sheahan\sheahri01,C,1,0,0,0,2017,25,6
Rinat Valiev\valieri01,D,0,1,0,0,2016,20,1
Rob Blake*\blakero01,D,0,1,0,0,2010,40,5
Rob Collins\colliro01,C,1,0,0,0,2006,27,1
Rob Davison\davisro01,D,0,1,0,0,2010,29,5
Rob DiMaio\dimairo01,RW,0,0,0,1,2006,37,1
Rob Globke\globkro01,RW,0,0,0,1,2009,25,3
Rob Klinkhammer\klinkro01,LW,0,0,1,0,2016,29,6
Rob Niedermayer\niedero01,C,1,0,0,0,2011,36,6
Rob O'Gara\ogararo01,D,0,1,0,0,2017,23,1
Rob Schremp\schrero01,C,1,0,0,0,2011,24,5
Rob Scuderi\scudero01,D,0,1,0,0,2016,37,11
Robbie Earl\earlro01,LW,0,0,1,0,2011,25,4
Robbie Russo\russoro01,D,0,1,0,0,2017,23,1
Robby Fabbri\fabbrro01,C,1,0,0,0,2017,21,2
Robert Bortuzzo\borturo01,D,0,1,0,0,2017,27,6
Robert Hagg\haggro01,D,0,1,0,0,2017,21,1
Robert Lang\langro01,C,1,0,0,0,2010,39,5
Robert Nilsson\nilssro01,LW,0,0,1,0,2010,25,5
Robyn Regehr\regehro01,D,0,1,0,0,2015,34,10
Rocco Grimaldi\grimaro01,C,1,0,0,0,2017,23,3
Rod Brind'Amour\brindro01,C,1,0,0,0,2010,39,5
Rod Pelley\pellero02,C,1,0,0,0,2012,27,6
Roman Cervenka\cervero01,C,1,0,0,0,2013,27,1
Roman Hamrlik\hamrlro01,D,0,1,0,0,2013,38,8
Roman Horak\horakro01,C,1,0,0,0,2014,22,3
Roman Josi\josiro01,D,0,1,0,0,2017,26,6
Roman Lyubimov\lyubiro01,LW,0,0,1,0,2017,25,1
Roman Polak\polakro01,D,0,1,0,0,2017,30,11
Roman Wick\wickro01,RW,0,0,0,1,2011,25,1
Ron Hainsey\hainsro01,D,0,1,0,0,2017,35,12
Ronald Petrovicky\petroro02,RW,0,0,0,1,2009,29,2
Ronalds Kenins\keninro01,LW,0,0,1,0,2016,24,2
Rory Fitzpatrick\fitzpro02,D,0,1,0,0,2009,33,3
Ross Johnston\johnsro02,LW,0,0,1,0,2016,21,1
Rostislav Klesla\kleslro01,D,0,1,0,0,2014,31,9
Rostislav Olesz\oleszro01,LW,0,0,1,0,2014,28,9
Ruslan Fedotenko\fedotru01,LW,0,0,1,0,2013,34,8
Ruslan Salei\saleiru01,D,0,1,0,0,2011,36,6
Ryan Bayda\baydary01,LW,0,0,1,0,2009,28,3
Ryan Bourque\bourqry01,C,1,0,0,0,2015,24,1
Ryan Caldwell\caldwry01,D,0,1,0,0,2008,26,3
Ryan Callahan\callary01,RW,0,0,0,1,2017,31,11
Ryan Carpenter\carpery01,C,1,0,0,0,2017,26,2
Ryan Carter\cartery01,LW,0,0,1,0,2016,32,9
Ryan Craig\craigry01,C,1,0,0,0,2015,33,10
Ryan Dzingel\dzingry01,LW,0,0,1,0,2017,24,2
Ryan Ellis\ellisry01,D,0,1,0,0,2017,26,6
Ryan Flinn\flinnry01,LW,0,0,1,0,2006,25,1
Ryan Garbutt\garbury01,LW,0,0,1,0,2017,31,6
Ryan Getzlaf\getzlry01,C,1,0,0,0,2017,31,12
Ryan Hamilton\hamilry01,LW,0,0,1,0,2015,29,4
Ryan Hartman\hartmry01,RW,0,0,0,1,2017,22,3
Ryan Hollweg\hollwry01,LW,0,0,1,0,2011,27,6
Ryan Johansen\johanry01,C,1,0,0,0,2017,24,6
Ryan Johnson\johnsry01,C,1,0,0,0,2011,34,6
Ryan Johnston\johnsry02,D,0,1,0,0,2017,24,2
Ryan Jones\jonesry01,LW,0,0,1,0,2014,29,6
Ryan Keller\kellery01,RW,0,0,0,1,2010,26,1
Ryan Kesler\keslery01,C,1,0,0,0,2017,32,12
Ryan Malone\malonry01,LW,0,0,1,0,2015,35,10
Ryan McDonagh\mcdonry01,D,0,1,0,0,2017,27,7
Ryan Murphy\murphry01,D,0,1,0,0,2017,23,5
Ryan Murray\murrary01,D,0,1,0,0,2017,23,4
Ryan Nugent-Hopkins\nugenry01,C,1,0,0,0,2017,23,6
Ryan O'Byrne\obyrnry01,D,0,1,0,0,2013,28,6
Ryan O'Marra\omarrry01,C,1,0,0,0,2012,24,3
Ryan O'Reilly\oreilry01,C,1,0,0,0,2017,25,8
Ryan Parent\parenry01,D,0,1,0,0,2011,23,5
Ryan Potulny\potulry01,C,1,0,0,0,2011,26,6
Ryan Pulock\pulocry01,D,0,1,0,0,2017,22,2
Ryan Ready\readyry01,LW,0,0,1,0,2006,27,1
Ryan Reaves\reavery01,RW,0,0,0,1,2017,30,7
Ryan Russell\russery01,C,1,0,0,0,2012,24,1
Ryan Shannon\shannry01,RW,0,0,0,1,2012,28,6
Ryan Smyth\smythry01,LW,0,0,1,0,2014,37,9
Ryan Spooner\spoonry01,C,1,0,0,0,2017,25,5
Ryan Sproul\sproury01,D,0,1,0,0,2017,24,4
Ryan Stanton\stantry01,D,0,1,0,0,2016,26,4
Ryan Stoa\stoary01,C,1,0,0,0,2014,26,5
Ryan Stone\stonery01,C,1,0,0,0,2010,24,3
Ryan Strome\stromry01,RW,0,0,0,1,2017,23,4
Ryan Suter\suterry01,D,0,1,0,0,2017,32,12
Ryan Thang\thangry01,LW,0,0,1,0,2012,24,1
Ryan VandenBussche\vandery01,RW,0,0,0,1,2006,32,1
Ryan Vesce\vescery01,RW,0,0,0,1,2010,27,2
Ryan White\whitery01,RW,0,0,0,1,2017,28,8
Ryan Whitney\whitnry01,D,0,1,0,0,2014,30,9
Ryan Wilson\wilsory01,D,0,1,0,0,2015,27,6
Ryane Clowe\clowery01,RW,0,0,0,1,2015,32,10
Saku Koivu\koivusa01,C,1,0,0,0,2014,39,9
Sam Bennett\bennesa01,C,1,0,0,0,2017,20,3
Sam Carrick\carrisa01,C,1,0,0,0,2016,23,2
Sam Gagner\gagnesa01,C,1,0,0,0,2017,27,10
Sam Reinhart\reinhsa01,C,1,0,0,0,2017,21,3
Sami Kapanen\kapansa01,RW,0,0,0,1,2009,34,3
Sami Lepisto\lepissa01,D,0,1,0,0,2012,27,5
Sami Salo\salosa01,D,0,1,0,0,2014,39,9
Sami Vatanen\vatansa01,D,0,1,0,0,2017,25,5
Samuel Henley\henlesa01,C,1,0,0,0,2017,23,1
Samuel Morin\morinsa01,D,0,1,0,0,2017,21,1
Samuel Pahlsson\pahlssa01,C,1,0,0,0,2012,34,7
Sandis Ozolinsh\ozolisa01,D,0,1,0,0,2009,35,3
Scott Barney\barnesc01,C,1,0,0,0,2006,26,1
Scott Ferguson\fergusc01,D,0,1,0,0,2006,33,1
Scott Glennie\glennsc01,RW,0,0,0,1,2012,20,1
Scott Gomez\gomezsc01,C,1,0,0,0,2016,36,11
Scott Hannan\hannasc01,D,0,1,0,0,2015,36,10
Scott Harrington\harrisc01,D,0,1,0,0,2017,23,3
Scott Hartnell\hartnsc01,RW,0,0,0,1,2017,34,12
Scott Jackson\jackssc01,D,0,1,0,0,2010,22,1
Scott Kosmachuk\kosmasc01,RW,0,0,0,1,2016,22,1
Scott Laughton\laughsc01,C,1,0,0,0,2017,22,5
Scott Lehman\lehmasc01,D,0,1,0,0,2009,23,1
Scott Mayfield\mayfisc01,D,0,1,0,0,2017,24,4
Scott Mellanby\mellasc01,RW,0,0,0,1,2009,40,2
Scott Nichol\nichosc01,C,1,0,0,0,2013,38,8
Scott Niedermayer*\niedesc01,D,0,1,0,0,2010,36,5
Scott Parker\parkesc01,RW,0,0,0,1,2009,30,3
Scott Parse\parsesc01,C,1,0,0,0,2012,27,3
Scott Thornton\thornsc01,LW,0,0,1,0,2009,37,3
Scott Timmins\timmisc01,C,1,0,0,0,2013,23,3
Scott Walker\walkesc01,RW,0,0,0,1,2010,36,5
Scott Wilson\wilsosc01,LW,0,0,1,0,2017,24,3
Scott Young\youngsc01,RW,0,0,0,1,2006,38,1
Scottie Upshall\upshasc01,RW,0,0,0,1,2017,33,12
Sean Avery\averyse01,LW,0,0,1,0,2012,31,7
Sean Bentivoglio\bentise01,LW,0,0,1,0,2009,23,1
Sean Bergenheim\bergese01,LW,0,0,1,0,2015,30,10
Sean Brown\brownse01,D,0,1,0,0,2006,29,1
Sean Collins\collise01,D,0,1,0,0,2012,28,4
Sean Collins\collise02,C,1,0,0,0,2016,27,4
Sean Couturier\coutuse01,C,1,0,0,0,2017,24,6
Sean Hill\hillse01,D,0,1,0,0,2009,37,3
Sean Kuraly\kuralse01,C,1,0,0,0,2017,24,1
Sean Malone\malonse01,C,1,0,0,0,2017,21,1
Sean Monahan\monahse01,C,1,0,0,0,2017,22,4
Sean O'Donnell\odonnse01,D,0,1,0,0,2012,40,7
Sebastian Aho\ahose01,RW,0,0,0,1,2017,19,1
Sebastien Bisaillon\bisaise01,D,0,1,0,0,2009,20,1
Serge Aubin\aubinse01,C,1,0,0,0,2006,30,1
Serge Payer\payerse01,RW,0,0,0,1,2009,27,2
Sergei Brylin\brylise01,LW,0,0,1,0,2009,34,3
Sergei Fedorov*\fedorse01,C,1,0,0,0,2009,39,4
Sergei Gonchar\gonchse01,D,0,1,0,0,2015,40,10
Sergei Kostitsyn\kostise01,LW,0,0,1,0,2013,25,6
Sergei Plotnikov\plotnse01,LW,0,0,1,0,2016,25,1
Sergei Samsonov\samsose01,LW,0,0,1,0,2011,32,6
Sergei Shirokov\shirose01,LW,0,0,1,0,2011,24,2
Sergei Zubov\zubovse01,D,0,1,0,0,2009,38,4
Sergey Kalinin\kalinse01,C,1,0,0,0,2017,25,2
Sergey Tolchinsky\tolchse01,LW,0,0,1,0,2017,21,2
Seth Griffith\griffse01,C,1,0,0,0,2017,24,3
Seth Helgeson\helgese01,D,0,1,0,0,2017,26,3
Seth Jones\jonesse01,D,0,1,0,0,2017,22,4
Shane Doan\doansh01,RW,0,0,0,1,2017,40,12
Shane Endicott\endicsh01,C,1,0,0,0,2006,24,1
Shane Harper\harpesh01,RW,0,0,0,1,2017,27,1
Shane Hnidy\hnidysh01,D,0,1,0,0,2011,35,6
Shane O'Brien\obriesh01,D,0,1,0,0,2015,31,9
Shane Prince\princsh01,LW,0,0,1,0,2017,24,3
Shane Sims\simssh01,D,0,1,0,0,2011,22,1
Shaone Morrisonn\morrish01,D,0,1,0,0,2011,28,6
Shaun Heshka\heshksh01,D,0,1,0,0,2010,24,1
Shawn Bates\batessh01,C,1,0,0,0,2009,32,3
Shawn Belle\bellesh01,D,0,1,0,0,2011,26,5
Shawn Horcoff\horcosh01,LW,0,0,1,0,2016,37,11
Shawn Lalonde\lalonsh01,D,0,1,0,0,2013,22,1
Shawn Matthias\matthsh01,LW,0,0,1,0,2017,28,10
Shawn McEachern\mceacsh01,LW,0,0,1,0,2006,36,1
Shawn Thornton\thornsh01,RW,0,0,0,1,2017,39,12
Shay Stephenson\stephsh01,LW,0,0,1,0,2009,23,1
Shayne Gostisbehere\gostish01,D,0,1,0,0,2017,23,3
Shea Theodore\theodsh01,D,0,1,0,0,2017,21,2
Shea Weber\webersh01,D,0,1,0,0,2017,31,12
Shean Donovan\donovsh01,RW,0,0,0,1,2010,35,5
Sheldon Brookbank\brooksh01,D,0,1,0,0,2014,33,8
Sheldon Souray\sourash01,D,0,1,0,0,2013,36,8
Sidney Crosby\crosbsi01,C,1,0,0,0,2017,29,12
Simon Despres\desprsi01,D,0,1,0,0,2017,25,6
Simon Gagne\gagnesi01,LW,0,0,1,0,2015,34,10
Simon Gamache\gamacsi01,RW,0,0,0,1,2008,27,3
Simon Moser\mosersi01,LW,0,0,1,0,2014,24,1
Slater Koekkoek\koekksl01,D,0,1,0,0,2017,22,3
Slava Voynov\voynovi01,D,0,1,0,0,2015,25,4
Sonny Milano\milanso01,LW,0,0,1,0,2017,20,2
Spencer Abbott\abbotsp01,RW,0,0,0,1,2017,28,4
Spencer Machacek\machasp01,RW,0,0,0,1,2012,23,4
Staffan Kronwall\kronwst01,D,0,1,0,0,2010,27,5
Stanislav Chistov\chistst01,RW,0,0,0,1,2009,23,1
Stanislav Galiev\galiest01,RW,0,0,0,1,2016,24,2
Stefan Della Rovere\dellast01,LW,0,0,1,0,2011,20,1
Stefan Elliott\elliost01,D,0,1,0,0,2016,25,5
Stefan Matteau\mattest02,LW,0,0,1,0,2016,21,4
Stefan Meyer\meyerst01,LW,0,0,1,0,2011,25,4
Stefan Noesen\noesest01,RW,0,0,0,1,2017,23,3
Stefan Ruzicka\ruzicst01,RW,0,0,0,1,2009,22,3
Stephane Da Costa\dacosst01,RW,0,0,0,1,2014,24,4
Stephane Robidas\robidst01,D,0,1,0,0,2015,37,10
Stephane Veilleux\veillst01,LW,0,0,1,0,2015,33,10
Stephane Yelle\yellest01,C,1,0,0,0,2010,35,5
Stephen Gionta\giontst01,RW,0,0,0,1,2017,33,7
Stephen Johns\johnsst03,D,0,1,0,0,2017,24,2
Stephen Peat\peatst01,RW,0,0,0,1,2006,25,1
Stephen Weiss\weissst01,C,1,0,0,0,2015,31,10
Steve Begin\beginst01,LW,0,0,1,0,2013,34,8
Steve Bernier\bernist01,RW,0,0,0,1,2016,30,11
Steve Downie\downist01,RW,0,0,0,1,2016,28,9
Steve Eminger\emingst01,D,0,1,0,0,2013,29,8
Steve Gainey\gainest01,LW,0,0,1,0,2006,27,1
Steve Kelly\kellyst01,C,1,0,0,0,2008,31,1
Steve Konowalchuk\konowst01,LW,0,0,1,0,2006,33,1
Steve MacIntyre\macinst01,LW,0,0,1,0,2013,32,5
Steve Martins\martist02,C,1,0,0,0,2006,33,1
Steve McCarthy\mccarst01,D,0,1,0,0,2009,26,3
Steve Montador\montast01,D,0,1,0,0,2012,32,7
Steve Ott\ottst01,LW,0,0,1,0,2017,34,12
Steve Pinizzotto\pinizst01,RW,0,0,0,1,2015,30,3
Steve Poapst\poapsst01,D,0,1,0,0,2006,37,1
Steve Regier\regiest01,LW,0,0,1,0,2009,24,4
Steve Reinprecht\reinpst01,C,1,0,0,0,2011,34,6
Steve Rucchin\rucchst01,C,1,0,0,0,2009,35,2
Steve Staios\staiost01,D,0,1,0,0,2012,38,7
Steve Sullivan\sullist01,RW,0,0,0,1,2013,38,8
Steve Wagner\wagnest01,D,0,1,0,0,2009,24,2
Steve Yzerman*\yzermst01,C,1,0,0,0,2006,40,1
Steven Goertzen\goertst01,RW,0,0,0,1,2010,25,5
Steven Kampfer\kampfst01,D,0,1,0,0,2017,28,7
Steven Oleksy\oleksst01,D,0,1,0,0,2017,30,5
Steven Santini\santist01,D,0,1,0,0,2017,21,2
Steven Stamkos\stamkst01,C,1,0,0,0,2017,26,9
Steven Zalewski\zalewst01,C,1,0,0,0,2012,25,3
Stu Barnes\barnest01,C,1,0,0,0,2009,37,3
Stu Bickel\bickest01,D,0,1,0,0,2015,28,4
Stuart Percy\percyst01,D,0,1,0,0,2016,22,2
Sven Andrighetto\andrisv01,RW,0,0,0,1,2017,23,3
Sven Baertschi\baertsv01,LW,0,0,1,0,2017,24,6
Sven Butenschön\butensv01,D,0,1,0,0,2006,29,1
T.J. Brennan\brenntj01,D,0,1,0,0,2016,26,5
T.J. Brodie\broditj01,D,0,1,0,0,2017,26,7
T.J. Galiardi\galiatj01,LW,0,0,1,0,2015,26,7
T.J. Hensick\hensitj01,C,1,0,0,0,2011,25,4
T.J. Oshie\oshietj01,RW,0,0,0,1,2017,30,9
T.J. Tynan\tynant.01,RW,0,0,0,1,2017,24,1
Tanner Glass\glassta01,LW,0,0,1,0,2017,33,10
Tanner Kero\kerota01,RW,0,0,0,1,2017,24,2
Tanner Pearson\pearsta01,LW,0,0,1,0,2017,24,4
Tanner Richard\richata01,C,1,0,0,0,2017,23,1
Taylor Beck\beckta01,RW,0,0,0,1,2017,25,5
Taylor Chorney\chornta01,D,0,1,0,0,2017,29,9
Taylor Fedun\fedunta01,D,0,1,0,0,2017,28,4
Taylor Hall\hallta02,LW,0,0,1,0,2017,25,7
Taylor Leier\leierta01,LW,0,0,1,0,2017,22,2
Taylor Pyatt\pyattta01,LW,0,0,1,0,2014,32,9
Teddy Purcell\purcete01,RW,0,0,0,1,2017,31,10
Teemu Hartikainen\hartite01,LW,0,0,1,0,2013,22,3
Teemu Laakso\laakste01,D,0,1,0,0,2012,24,3
Teemu Pulkkinen\pulkkte01,RW,0,0,0,1,2017,25,4
Teemu Selanne*\selante01,RW,0,0,0,1,2014,43,9
Teppo Numminen\nummite01,D,0,1,0,0,2009,40,4
Teuvo Teravainen\teravte01,LW,0,0,1,0,2017,22,4
Theo Peckham\peckhth01,D,0,1,0,0,2013,25,6
Thomas Chabot\chaboth01,D,0,1,0,0,2017,20,1
Thomas Hickey\hicketh01,D,0,1,0,0,2017,27,5
Thomas Pock\pockth01,D,0,1,0,0,2009,27,4
Thomas Vanek\vanekth01,LW,0,0,1,0,2017,33,12
Tie Domi\domiti01,RW,0,0,0,1,2006,36,1
Tim Brent\brentti01,C,1,0,0,0,2013,28,7
Tim Conboy\conboti01,RW,0,0,0,1,2010,27,3
Tim Connolly\connoti01,C,1,0,0,0,2012,30,7
Tim Erixon\erixoti01,D,0,1,0,0,2015,23,4
Tim Gleason\gleasti01,D,0,1,0,0,2015,32,10
Tim Heed\heedti01,D,0,1,0,0,2017,26,1
